Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:gene:acrB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Doxycycline#SPACE#hyclate		1.0		
concept:gene:purA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:fkpB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:yfgC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Vancomycin		1.0		
concept:gene:mdtF	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cloxacillin		1.0		
concept:gene:mlaA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Doxycycline		1.0		
concept:gene:rnhA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:yjbH	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bicyclomycin		1.0		
concept:gene:zntR	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Fosfomycin		1.0		
concept:gene:wzxE	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:pncB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Fosfomycin		1.0		
concept:gene:waaC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Azithromycin		1.0		
concept:gene:yfgC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Streptonigrin		1.0		
concept:gene:luxS	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Sulfanilamide		1.0		
concept:gene:typA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Metronidazole		1.0		
concept:gene:purM	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:yfgI	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Lomefloxacin		1.0		
concept:gene:nudB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Sulfamethizole		1.0		
concept:gene:bcr	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Rolitetracycline		1.0		
concept:gene:wrbA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Tinidazole		1.0		
concept:gene:pspA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Kanamycin		1.0		
concept:gene:lpcA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Azithromycin		1.0		
concept:gene:wzyE	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:recC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Metronidazole		1.0		
concept:gene:fabF	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Phleomycin		1.0		
concept:gene:nfuA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Fosfomycin		1.0		
concept:gene:ratB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Thiolactomycin		1.0		
concept:gene:dsbA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Clarythromycin		1.0		
concept:gene:nuoB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Amoxicillin		1.0		
concept:gene:yfgC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Triclosan		1.0		
concept:gene:waaG	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:pyrD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:ybgC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:cpsG	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:ftsH	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Kanamycin		1.0		
concept:gene:hyaC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Ceftazidime		1.0		
concept:gene:ygcO	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:rseA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Triclosan		1.0		
concept:gene:carB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Carbenicillin		1.0		
concept:gene:iscU	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:tusB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:shoB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Trimethoprim		1.0		
concept:gene:queA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Azithromycin		1.0		
concept:gene:lpp	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:tonB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Dactinomycin		1.0		
concept:gene:pspE	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Ceftazidime		1.0		
concept:gene:fes	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Polymyxin#SPACE#B		1.0		
concept:gene:yfgC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Doxycycline#SPACE#hyclate		1.0		
concept:gene:ddlB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Ceftazidime		1.0		
concept:gene:apaH	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:wcaF	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:ninE	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Dactinomycin		1.0		
concept:gene:gpmM	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:lepA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:qmcA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:tolR	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Ceftazidime		1.0		
concept:gene:dinB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Metronidazole		1.0		
concept:gene:proQ	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:micM	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Chloramphenicol		1.0		
concept:gene:dnaJ	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:yciM	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Streptonigrin		1.0		
concept:gene:luxS	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Sulfadiazine		1.0		
concept:gene:yfdG	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:rfaD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Spectinomycin		1.0		
concept:gene:fur	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Azithromycin		1.0		
concept:gene:cvpA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:yaiY	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Fosfomycin		1.0		
concept:gene:rsmH	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Neomycin		1.0		
concept:gene:trkA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Spectinomycin		1.0		
concept:gene:yggF	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Lomefloxacin		1.0		
concept:gene:lamB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Chlortetracycline		1.0		
concept:gene:xerC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mitomycin#SPACE#C		1.0		
concept:gene:npr	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Sulfamethizole		1.0		
concept:gene:purL	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:surA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Novobiocin		1.0		
concept:gene:ppiB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:aceK	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Novobiocin		1.0		
concept:gene:cvpA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Neomycin		1.0		
concept:gene:yaaA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Streptonigrin		1.0		
concept:gene:yidP	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Neomycin		1.0		
concept:gene:elaD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Vancomycin		1.0		
concept:gene:gshA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Metronidazole		1.0		
concept:gene:atpF	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Thiolactomycin		1.0		
concept:gene:ygiB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:mlaA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:ybaV	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bicyclomycin		1.0		
concept:gene:exuR	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Lomefloxacin		1.0		
concept:gene:miaA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Kanamycin		1.0		
concept:gene:ybiS	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Doxycycline#SPACE#hyclate		1.0		
concept:gene:nagA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:greA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:mlaA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Minocycline		1.0		
concept:gene:rplA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Sulfamethoxazole		1.0		
concept:gene:dusB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Thiolactomycin		1.0		
concept:gene:purL	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Carbenicillin		1.0		
concept:gene:fadD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cerulenin		1.0		
concept:gene:rfaH	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Colistin		1.0		
concept:gene:ygiB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Fosfomycin		1.0		
concept:gene:cyaY	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:tolQ	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Dactinomycin		1.0		
concept:gene:pyrC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Doxycycline		1.0		
concept:gene:treC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Ceftazidime		1.0		
concept:gene:ddlB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:rffD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Minocycline		1.0		
concept:gene:acrB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Clarythromycin		1.0		
concept:gene:ygiW	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bicyclomycin		1.0		
concept:gene:ubiF	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Novobiocin		1.0		
concept:gene:rffC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:ygbK	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Ceftazidime		1.0		
concept:gene:dnaJ	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Polymyxin#SPACE#B		1.0		
concept:gene:ruvA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Metronidazole		1.0		
concept:gene:bamB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:iraP	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:speB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:zapA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Azithromycin		1.0		
concept:gene:pcnB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:rusA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Dactinomycin		1.0		
concept:gene:ybiY	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Ceftazidime		1.0		
concept:gene:bamB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Clarythromycin		1.0		
concept:gene:tolC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:dedA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:rpsO	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:ycjU	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Sulfamethoxazole		1.0		
concept:gene:degP	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Oxacillin		1.0		
concept:gene:glnA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Tunicamycin		1.0		
concept:gene:ybjJ	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:uidA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Lomefloxacin		1.0		
concept:gene:fis	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Sulfamethoxazole		1.0		
concept:gene:mdtM	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:5-Nitro-2-furaldehyde#SPACE#semicarbazone		1.0		
concept:gene:tatA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:ydfW	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Oleandomycin		1.0		
concept:gene:napA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Amoxicillin		1.0		
concept:gene:yifE	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Doxycycline		1.0		
concept:gene:fliA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Norfloxacin		1.0		
concept:gene:mpl	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:rfaD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Novobiocin		1.0		
concept:gene:dnaJ	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Triclosan		1.0		
concept:gene:ydhS	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Lomefloxacin		1.0		
concept:gene:tolC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Triclosan		1.0		
concept:gene:amiC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Ceftazidime		1.0		
concept:gene:rpiA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Metronidazole		1.0		
concept:gene:iscS	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Tunicamycin		1.0		
concept:gene:rfaG	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Doxycycline#SPACE#hyclate		1.0		
concept:gene:ubiC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Streptonigrin		1.0		
concept:gene:phoR	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Paromomycin		1.0		
concept:gene:wzc	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:emrD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Novobiocin		1.0		
concept:gene:ymdB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Streptonigrin		1.0		
concept:gene:acrB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Azithromycin		1.0		
concept:gene:glnL	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Capreomycin		1.0		
concept:gene:rbfA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Spectinomycin		1.0		
concept:gene:cydX	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:hslU	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:ratB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Streptonigrin		1.0		
concept:gene:yqiC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:yhdP	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:ybdN	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bicyclomycin		1.0		
concept:gene:yciM	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Colistin		1.0		
concept:gene:yciB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Phleomycin		1.0		
concept:gene:fcl	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Bacitracin		1.0		
concept:gene:rplA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Spectinomycin		1.0		
concept:gene:rffC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Mecillinam		1.0		
concept:gene:pstC	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cefsulodin		1.0		
concept:gene:recB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Neomycin		1.0		
concept:gene:nagA	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
concept:gene:ycbZ	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Minocycline		1.0		
concept:gene:yedL	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Novobiocin		1.0		
concept:gene:guaB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Dactinomycin		1.0		
concept:gene:mrcB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Carbenicillin		1.0		
concept:gene:gcvT	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Sulfamethizole		1.0		
concept:gene:yfgD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Cephradine		1.0		
concept:gene:carB	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Doxycycline		1.0		
concept:gene:pgi	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:Levofloxacin		1.0		
concept:gene:xerD	concept:confers#SPACE#resistance#SPACE#to#SPACE#antibiotic	concept:antibiotic:CHIR090		1.0		
