Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:glutamate#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:mglB	generalizations	concept:gene		1.0		
concept:mdtE	generalizations	concept:gene		1.0		
concept:bcsC	generalizations	concept:gene		1.0		
concept:Mo(VI)-molybdopterin#SPACE#cytosine#SPACE#dinucleotide#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:oxaloacetate#SPACE#tautomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:elfC	generalizations	concept:gene		1.0		
concept:ybhS	generalizations	concept:gene		1.0		
concept:proline#SEMICOLON#proton#SPACE#symporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:leuS	generalizations	concept:gene		1.0		
concept:uridine#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nfi	generalizations	concept:gene		1.0		
concept:sulfathiazole#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:pgi	generalizations	concept:gene		1.0		
concept:NADPH#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:dihydroneopterin#SPACE#triphosphate#SPACE#2'-epimerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mannose-6-phosphate#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yeaI	generalizations	concept:gene		1.0		
concept:yfaA	generalizations	concept:gene		1.0		
concept:ADP#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ATP-binding#SPACE#cassette#SPACE#(ABC)#SPACE#transporter#SPACE#complex#COMMA##SPACE#substrate-binding#SPACE#subunit-containing	generalizations	concept:cellular_component		1.0		
concept:dihydroneopterin#SPACE#triphosphate#SPACE#pyrophosphohydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:gppA	generalizations	concept:gene		1.0		
concept:fruK	generalizations	concept:gene		1.0		
concept:yhfS	generalizations	concept:gene		1.0		
concept:ygiF	generalizations	concept:gene		1.0		
concept:hyaC	generalizations	concept:gene		1.0		
concept:diaminopimelate#SPACE#epimerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yjjG	generalizations	concept:gene		1.0		
concept:1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:prophage#SPACE#integrase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:gloB	generalizations	concept:gene		1.0		
concept:proline#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:phosphatidylglycerol-phosphatidylethanolamine#SPACE#phosphatidyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:asparagine#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#growth	generalizations	concept:biological_process		1.0		
concept:accD	generalizations	concept:gene		1.0		
concept:transcription#SPACE#elongation#SPACE#from#SPACE#bacterial-type#SPACE#RNA#SPACE#polymerase#SPACE#promoter	generalizations	concept:biological_process		1.0		
concept:yfbK	generalizations	concept:gene		1.0		
concept:5'-3'#SPACE#exodeoxyribonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:molybdopterin-synthase#SPACE#adenylyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#mRNA#SPACE#cleavage	generalizations	concept:biological_process		1.0		
concept:ybaV	generalizations	concept:gene		1.0		
concept:sulfate#SPACE#adenylyltransferase#SPACE#(ATP)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:outer#SPACE#membrane	generalizations	concept:cellular_component		1.0		
concept:fliH	generalizations	concept:gene		1.0		
concept:proline-tRNA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yiaC	generalizations	concept:gene		1.0		
concept:exodeoxyribonuclease#SPACE#V#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:Rifampin	generalizations	concept:antibiotic		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#selenium#SPACE#ion	generalizations	concept:biological_process		1.0		
concept:menC	generalizations	concept:gene		1.0		
concept:regulation#SPACE#of#SPACE#protein#SPACE#complex#SPACE#assembly	generalizations	concept:biological_process		1.0		
concept:lpxA	generalizations	concept:gene		1.0		
concept:pantothenate#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:S-ribosylhomocysteine#SPACE#lyase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:adrA	generalizations	concept:gene		1.0		
concept:glutathione#SPACE#hydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:galactose#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ubiH	generalizations	concept:gene		1.0		
concept:yhcC	generalizations	concept:gene		1.0		
concept:ytfJ	generalizations	concept:gene		1.0		
concept:high-affinity#SPACE#zinc#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rRNA#SPACE#methylation	generalizations	concept:biological_process		1.0		
concept:fepG	generalizations	concept:gene		1.0		
concept:ydjH	generalizations	concept:gene		1.0		
concept:tsf	generalizations	concept:gene		1.0		
concept:glcC	generalizations	concept:gene		1.0		
concept:trpE	generalizations	concept:gene		1.0		
concept:yiaG	generalizations	concept:gene		1.0		
concept:regulation#SPACE#of#SPACE#pentose-phosphate#SPACE#shunt	generalizations	concept:biological_process		1.0		
concept:glnQ	generalizations	concept:gene		1.0		
concept:torC	generalizations	concept:gene		1.0		
concept:glnG	generalizations	concept:gene		1.0		
concept:mrdB	generalizations	concept:gene		1.0		
concept:regulation#SPACE#of#SPACE#nucleic#SPACE#acid-templated#SPACE#transcription	generalizations	concept:biological_process		1.0		
concept:wzb	generalizations	concept:gene		1.0		
concept:adenine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:osmE	generalizations	concept:gene		1.0		
concept:bicarbonate#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:intZ	generalizations	concept:gene		1.0		
concept:energy#SPACE#transducer#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#proteolysis	generalizations	concept:biological_process		1.0		
concept:FAD#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nickel#SPACE#cation#SPACE#homeostasis	generalizations	concept:biological_process		1.0		
concept:lptB	generalizations	concept:gene		1.0		
concept:yhfZ	generalizations	concept:gene		1.0		
concept:N-acylmannosamine#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:pssA	generalizations	concept:gene		1.0		
concept:cbrB	generalizations	concept:gene		1.0		
concept:extrinsic#SPACE#component#SPACE#of#SPACE#cytoplasmic#SPACE#side#SPACE#of#SPACE#plasma#SPACE#membrane	generalizations	concept:cellular_component		1.0		
concept:proQ	generalizations	concept:gene		1.0		
concept:nadB	generalizations	concept:gene		1.0		
concept:yaeQ	generalizations	concept:gene		1.0		
concept:cpsB	generalizations	concept:gene		1.0		
concept:anaerobic#SPACE#respiration	generalizations	concept:biological_process		1.0		
concept:yibL	generalizations	concept:gene		1.0		
concept:CTP#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yejF	generalizations	concept:gene		1.0		
concept:lipopolysaccharide#SPACE#core#SPACE#region#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:oxidoreductase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#NAD(P)H	generalizations	concept:molecular_function		1.0		
concept:ybjQ	generalizations	concept:gene		1.0		
concept:S-adenosylhomocysteine#SPACE#deaminase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:NAD#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:lipopolysaccharide#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:secY	generalizations	concept:gene		1.0		
concept:trehalose#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ykgI	generalizations	concept:gene		1.0		
concept:rpoC	generalizations	concept:gene		1.0		
concept:glutamyl-tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:CoA-ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:oxidoreductase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#a#SPACE#sulfur#SPACE#group#SPACE#of#SPACE#donors	generalizations	concept:molecular_function		1.0		
concept:pepN	generalizations	concept:gene		1.0		
concept:proton-transporting#SPACE#ATP#SPACE#synthase#SPACE#activity#COMMA##SPACE#rotational#SPACE#mechanism	generalizations	concept:molecular_function		1.0		
concept:pabA	generalizations	concept:gene		1.0		
concept:S-methylmethionine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybfQ	generalizations	concept:gene		1.0		
concept:virion#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:ychG	generalizations	concept:gene		1.0		
concept:yhfW	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#cyclase#SPACE#activity	generalizations	concept:biological_process		1.0		
concept:dinF	generalizations	concept:gene		1.0		
concept:mlaE	generalizations	concept:gene		1.0		
concept:gluconokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tRNA#SPACE#methylthiolation	generalizations	concept:biological_process		1.0		
concept:yhcA	generalizations	concept:gene		1.0		
concept:yjjP	generalizations	concept:gene		1.0		
concept:racC	generalizations	concept:gene		1.0		
concept:sseB	generalizations	concept:gene		1.0		
concept:protein#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:pnp	generalizations	concept:gene		1.0		
concept:5'-deoxynucleotidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:L-cysteine#SPACE#desulfhydrase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nanM	generalizations	concept:gene		1.0		
concept:adenylate#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:bacterial-type#SPACE#RNA#SPACE#polymerase#SPACE#transcriptional#SPACE#activator#SPACE#activity#COMMA##SPACE#sequence-specific#SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:homoserine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfeD	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#phosphorelay#SPACE#signal#SPACE#transduction#SPACE#system	generalizations	concept:biological_process		1.0		
concept:cell#SPACE#wall	generalizations	concept:cellular_component		1.0		
concept:cytoplasmic#SPACE#nucleosome	generalizations	concept:cellular_component		1.0		
concept:rng	generalizations	concept:gene		1.0		
concept:D-tyrosyl-tRNA(Tyr)#SPACE#deacylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ammonium#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:atoS	generalizations	concept:gene		1.0		
concept:dnaG	generalizations	concept:gene		1.0		
concept:yaeB	generalizations	concept:gene		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#misfolded#SPACE#protein	generalizations	concept:biological_process		1.0		
concept:fimD	generalizations	concept:gene		1.0		
concept:selenium#SPACE#compound#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:nagK	generalizations	concept:gene		1.0		
concept:glycolipid#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fabI	generalizations	concept:gene		1.0		
concept:O-acetyl-ADP-ribose#SPACE#deacetylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#cell#SPACE#division	generalizations	concept:biological_process		1.0		
concept:iraM	generalizations	concept:gene		1.0		
concept:livH	generalizations	concept:gene		1.0		
concept:glutamine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ygeN	generalizations	concept:gene		1.0		
concept:peptidoglycan#SPACE#turnover	generalizations	concept:biological_process		1.0		
concept:ybgF	generalizations	concept:gene		1.0		
concept:yibU	generalizations	concept:gene		1.0		
concept:DNA/RNA#SPACE#helicase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybaO	generalizations	concept:gene		1.0		
concept:nikA	generalizations	concept:gene		1.0		
concept:ascG	generalizations	concept:gene		1.0		
concept:zraP	generalizations	concept:gene		1.0		
concept:ilvY	generalizations	concept:gene		1.0		
concept:oligopeptide#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:para-aminobenzoyl-glutamate#SPACE#hydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cysteine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:[isocitrate#SPACE#dehydrogenase#SPACE#(NADP+)]#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:D-xylose#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:positive#SPACE#regulation#SPACE#of#SPACE#sulfur#SPACE#utilization	generalizations	concept:biological_process		1.0		
concept:ybeB	generalizations	concept:gene		1.0		
concept:rluD	generalizations	concept:gene		1.0		
concept:3-methyl-2-oxobutanoate#SPACE#hydroxymethyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:metL	generalizations	concept:gene		1.0		
concept:ssnA	generalizations	concept:gene		1.0		
concept:ymgB	generalizations	concept:gene		1.0		
concept:GTP#SPACE#diphosphokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:double-stranded#SPACE#RNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:rnlB	generalizations	concept:gene		1.0		
concept:yehM	generalizations	concept:gene		1.0		
concept:mcaS	generalizations	concept:gene		1.0		
concept:protein#SPACE#homooligomerization	generalizations	concept:biological_process		1.0		
